league,season,matchId,goalsFor,goalsAgainst,totalGoalsBeforeAvg,totalGoalsAgainstBeforeAvg,opponentTotalGoalsBeforeAvg,opponentTotalGoalsAgainstBeforeAvg
bl2,2009,6080,2,0,0.875,1.5833333333333333,0.875,1.7083333333333333
bl2,2009,6092,1,0,1,1.6538461538461537,1.3076923076923077,1.4615384615384615
bl2,2009,6102,2,1,1,1.5925925925925926,1.3703703703703705,1.4814814814814814
bl2,2009,6115,2,1,1.0357142857142858,1.5714285714285714,1.75,0.7142857142857143
bl2,2009,6121,0,1,1.0689655172413792,1.5517241379310345,0.8275862068965517,1.6206896551724137
bl2,2009,6128,4,1,1.0333333333333334,1.5333333333333334,1.5333333333333334,1.4
bl2,2009,6138,2,2,1.1290322580645162,1.5161290322580645,1.2580645161290323,1.3548387096774193
bl2,2009,6154,0,1,1.15625,1.53125,1.375,0.9375
bl2,2009,6157,1,2,1.121212121212121,1.5151515151515151,1.393939393939394,1.2121212121212122
bl2,2009,5882,2,0,1.6,2,0.6,2.4
bl2,2009,5914,0,2,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666
bl2,2009,5921,0,1,1.4285714285714286,1.7142857142857142,2.2857142857142856,1.1428571428571428
bl2,2009,5933,1,1,1.25,1.625,1.875,1.625
bl2,2009,5956,0,1,1.2,1.5,1.6,0.9
bl2,2009,5958,3,2,1.0909090909090908,1.4545454545454546,1.9090909090909092,1.1818181818181819
bl2,2009,5971,1,2,1.25,1.5,1.25,1.75
bl2,2009,5976,2,1,1.2307692307692308,1.5384615384615385,0.8461538461538461,1.4615384615384615
bl2,2009,5986,3,1,1.2857142857142858,1.5,0.6428571428571429,1.5714285714285714
bl2,2009,5994,0,1,1.4,1.4666666666666666,1.8666666666666667,1.5333333333333334
bl2,2009,6002,4,1,1.3125,1.4375,1.6875,1.8125
bl2,2009,6012,1,3,1.4705882352941178,1.411764705882353,0.9411764705882353,1.0588235294117647
bl2,2009,6028,1,2,1.4444444444444444,1.5,1.3888888888888888,1.3333333333333333
bl2,2009,6047,0,2,1.4,1.55,1.380952380952381,1.4285714285714286
bl2,2009,6034,2,0,1.3333333333333333,1.5714285714285714,1.2380952380952381,1.1428571428571428
bl2,2009,6056,1,2,1.3636363636363635,1.5,0.6818181818181818,1.8181818181818181
bl2,2009,6067,1,3,1.3478260869565217,1.5217391304347827,1.608695652173913,0.7391304347826086
bl2,2009,6074,1,0,1.3333333333333333,1.5833333333333333,1.5,0.9583333333333334
bl2,2009,6086,1,0,1.32,1.52,2.04,1.12
bl2,2009,6109,1,1,1.2592592592592593,1.4444444444444444,1.3703703703703705,0.8888888888888888
bl2,2009,6111,1,1,1.25,1.4285714285714286,1.1785714285714286,1.2857142857142858
bl2,2009,6124,2,1,1.2413793103448276,1.4137931034482758,1,1.3103448275862069
bl2,2009,6129,2,2,1.2666666666666666,1.4,0.9666666666666667,1.6333333333333333
bl2,2009,6139,1,0,1.2903225806451613,1.4193548387096775,0.5806451612903226,1.6129032258064515
bl2,2009,6147,1,0,1.28125,1.375,1.5625,1.375
bl2,2009,6155,1,1,1.2727272727272727,1.3333333333333333,1.5151515151515151,1.4848484848484849
bl2,2009,5928,1,1,1.7142857142857142,0.5714285714285714,0.42857142857142855,2.4285714285714284
bl2,2009,5930,2,1,1.625,0.625,1.875,2
bl2,2009,5943,0,2,1.6666666666666667,0.6666666666666666,1.5555555555555556,1
bl2,2009,5952,1,0,1.5,0.8,1.3,1.5
bl2,2009,5973,2,0,1.5833333333333333,0.75,1.9166666666666667,1.3333333333333333
bl2,2009,5979,1,0,1.6153846153846154,0.6923076923076923,1.6923076923076923,0.6923076923076923
bl2,2009,5988,1,0,1.5714285714285714,0.6428571428571429,1.2857142857142858,1.5714285714285714
bl2,2009,5997,3,0,1.5333333333333334,0.6,0.8666666666666667,1.7333333333333334
bl2,2009,6006,1,4,1.625,0.5625,1.9375,1.5625
bl2,2009,6014,0,3,1.588235294117647,0.7647058823529411,1.6470588235294117,1.9411764705882353
bl2,2009,6023,0,0,1.5,0.8888888888888888,0.5555555555555556,1.7222222222222223
bl2,2009,6031,3,0,1.4210526315789473,0.8421052631578947,1,1.0526315789473684
bl2,2009,6046,3,0,1.5,0.8,1.35,1.35
bl2,2009,6049,1,1,1.5714285714285714,0.7619047619047619,1.6666666666666667,1.380952380952381
bl2,2009,6081,1,1,1.6666666666666667,0.75,0.7083333333333334,1.7083333333333333
bl2,2009,6083,4,1,1.64,0.76,1.4,1.32
bl2,2009,6096,0,0,1.7307692307692308,0.7692307692307693,1.4230769230769231,0.9230769230769231
bl2,2009,6105,4,0,1.6666666666666667,0.7407407407407407,1.2962962962962963,1.2222222222222223
bl2,2009,6126,1,1,1.7241379310344827,0.7586206896551724,1.1724137931034482,1.2758620689655173
bl2,2009,6132,2,1,1.7,0.7666666666666667,1.4666666666666666,1.1333333333333333
bl2,2009,6141,0,1,1.7096774193548387,0.7741935483870968,1,1.3548387096774193
bl2,2009,6150,2,2,1.65625,0.78125,1,1.78125
bl2,2009,6159,1,1,1.6666666666666667,0.8181818181818182,1.7878787878787878,1.1818181818181819
bl2,2009,5887,4,1,1,1,0.2,1.4
bl2,2009,5920,0,0,1.5,1,1.1666666666666667,1.3333333333333333
bl2,2009,5923,1,2,1.2857142857142858,0.8571428571428571,2.142857142857143,2
bl2,2009,5938,4,1,1.25,1,0.5,2.25
bl2,2009,5974,2,1,1.5,0.9166666666666666,1.5,1.75
bl2,2009,5981,2,2,1.5384615384615385,0.9230769230769231,1.0769230769230769,1.3076923076923077
bl2,2009,5991,3,2,1.5714285714285714,1,1.5714285714285714,0.7142857142857143
bl2,2009,6007,1,2,1.6875,1,1.125,1.4375
bl2,2009,6019,1,1,1.6470588235294117,1.0588235294117647,1.411764705882353,1.3529411764705883
bl2,2009,6027,1,0,1.6111111111111112,1.0555555555555556,1.5,1.3333333333333333
bl2,2009,6037,0,1,1.5789473684210527,1,0.8947368421052632,1.894736842105263
bl2,2009,6041,2,0,1.5,1,1.75,1.35
bl2,2009,6055,0,2,1.5238095238095237,0.9523809523809523,2.0952380952380953,1.3333333333333333
bl2,2009,6061,4,0,1.4545454545454546,1,0.5454545454545454,1.4545454545454546
bl2,2009,6073,1,0,1.565217391304348,0.9565217391304348,1.0434782608695652,1.2173913043478262
bl2,2009,6076,0,0,1.5416666666666667,0.9166666666666666,1.7083333333333333,1.5416666666666667
bl2,2009,6091,0,2,1.48,0.88,0.72,1.68
bl2,2009,6127,2,4,1.3448275862068966,0.8620689655172413,1.4482758620689655,1.3793103448275863
bl2,2009,6134,2,0,1.3666666666666667,0.9666666666666667,1.3,1.3333333333333333
bl2,2009,6144,1,1,1.3870967741935485,0.9354838709677419,1.4516129032258065,1.1612903225806452
bl2,2009,6160,3,1,1.3636363636363635,0.9090909090909091,0.9696969696969697,1.2727272727272727
bl2,2009,5912,0,3,0.5,2.3333333333333335,1.8333333333333333,2.5
bl2,2009,5946,3,2,0.5555555555555556,2.4444444444444446,1.2222222222222223,1.3333333333333333
bl2,2009,5955,0,1,0.8,2.4,2,1.3
bl2,2009,5964,0,0,0.7272727272727273,2.272727272727273,2,0.7272727272727273
bl2,2009,5982,0,1,0.8461538461538461,2,1.3076923076923077,1.6923076923076923
bl2,2009,5987,0,2,0.7857142857142857,1.9285714285714286,2.0714285714285716,1.7142857142857142
bl2,2009,6000,0,0,0.7333333333333333,1.9333333333333333,0.6666666666666666,1.6666666666666667
bl2,2009,6008,1,0,0.6875,1.8125,0.8125,1.8125
bl2,2009,6018,0,5,0.7058823529411765,1.7058823529411764,1.7058823529411764,1.4705882352941178
bl2,2009,6021,0,5,0.6666666666666666,1.8888888888888888,1.7222222222222223,1.8333333333333333
bl2,2009,6035,2,0,0.631578947368421,2.0526315789473686,1.4210526315789473,1.3157894736842106
bl2,2009,6039,1,1,0.7,1.95,0.95,1.15
bl2,2009,6065,0,0,0.7391304347826086,1.7826086956521738,1.391304347826087,1.391304347826087
bl2,2009,6099,1,2,0.7692307692307693,1.6153846153846154,1.2692307692307692,1.2307692307692308
bl2,2009,6108,2,1,0.7777777777777778,1.6296296296296295,1.1851851851851851,1.2592592592592593
bl2,2009,6117,1,2,0.8214285714285714,1.6071428571428572,1.4642857142857142,1.0714285714285714
bl2,2009,6135,2,1,0.8333333333333334,1.5666666666666667,1,1.3333333333333333
bl2,2009,6140,1,1,0.8709677419354839,1.5483870967741935,1.8387096774193548,1.2258064516129032
bl2,2009,6153,0,0,0.875,1.53125,0.5625,1.59375
bl2,2009,6161,1,1,0.8484848484848485,1.4848484848484849,1.0303030303030303,1.7878787878787878
bl2,2009,5890,1,5,2,2,1.2,1.6
bl2,2009,5922,1,1,2,2.142857142857143,1,1.1428571428571428
bl2,2009,5948,0,2,1.7,1.9,2,0.8
bl2,2009,5957,1,0,1.5454545454545454,1.9090909090909092,1.1818181818181819,1.4545454545454546
bl2,2009,5990,1,1,1.5714285714285714,1.6428571428571428,1.6428571428571428,1.5
bl2,2009,5993,0,0,1.5333333333333334,1.6,1.2,1.5333333333333334
bl2,2009,6005,4,0,1.4375,1.5,0.625,1.5625
bl2,2009,6011,1,3,1.588235294117647,1.411764705882353,2.0588235294117645,1.5294117647058822
bl2,2009,6022,0,1,1.5555555555555556,1.5,1.8888888888888888,1.3888888888888888
bl2,2009,6029,0,1,1.4736842105263157,1.4736842105263157,1.894736842105263,1.736842105263158
bl2,2009,6045,1,1,1.4,1.45,0.9,1.8
bl2,2009,6064,1,2,1.4090909090909092,1.3636363636363635,1.3636363636363635,1.3636363636363635
bl2,2009,6075,3,1,1.3333333333333333,1.3333333333333333,1,1.2083333333333333
bl2,2009,6101,4,1,1.3333333333333333,1.4074074074074074,1.4814814814814814,0.9629629629629629
bl2,2009,6110,2,1,1.4285714285714286,1.3928571428571428,1.25,1.3214285714285714
bl2,2009,6143,4,2,1.5161290322580645,1.4838709677419355,1.1935483870967742,1.2580645161290323
bl2,2009,6146,0,0,1.59375,1.5,1,1.3125
bl2,2009,6158,4,1,1.5454545454545454,1.4545454545454546,0.5454545454545454,1.5454545454545454
bl2,2009,5883,0,2,1.4,1.2,1,1.6
bl2,2009,5917,0,0,1.1666666666666667,1.3333333333333333,1.8333333333333333,1.5
bl2,2009,5934,3,1,1,1.375,1.625,1.75
bl2,2009,5966,1,0,1.0833333333333333,1.4166666666666667,1.8333333333333333,0.6666666666666666
bl2,2009,5999,1,0,1.1333333333333333,1.2666666666666666,2.066666666666667,1.6
bl2,2009,6009,1,1,1.125,1.1875,1.5625,1.4375
bl2,2009,6017,2,2,1.1176470588235294,1.1764705882352942,0.7647058823529411,1.7647058823529411
bl2,2009,6025,3,0,1.1666666666666667,1.2222222222222223,1.1666666666666667,1.3888888888888888
bl2,2009,6042,0,1,1.263157894736842,1.1578947368421053,0.55,1.55
bl2,2009,6051,2,1,1.2,1.15,1.8095238095238095,1.6666666666666667
bl2,2009,6057,3,2,1.1818181818181819,1.1818181818181819,1,1.1363636363636365
bl2,2009,6070,1,3,1.2608695652173914,1.2173913043478262,1.391304347826087,1.3478260869565217
bl2,2009,6087,1,0,1.28,1.28,1.64,1.32
bl2,2009,6119,3,1,1.2413793103448276,1.3448275862068966,1.4827586206896552,1.0689655172413792
bl2,2009,6152,0,1,1.28125,1.375,1.8125,1.21875
bl2,2009,6162,2,0,1.2424242424242424,1.3636363636363635,1.2727272727272727,1.303030303030303
bl2,2009,5885,3,0,2.4,1.6,2,1.8
bl2,2009,5931,1,0,2.125,1,1,1.125
bl2,2009,5947,2,0,2,0.8888888888888888,1.6666666666666667,1.3333333333333333
bl2,2009,5995,1,1,1.6,0.8666666666666667,1.6,1.4666666666666666
bl2,2009,6013,1,1,1.4705882352941178,0.8235294117647058,1.1764705882352942,1.411764705882353
bl2,2009,6026,4,2,1.4444444444444444,0.8333333333333334,0.8333333333333334,1.7777777777777777
bl2,2009,6030,1,3,1.5789473684210527,0.8947368421052632,2.1578947368421053,1.4210526315789473
bl2,2009,6040,2,1,1.55,1,1.85,1.65
bl2,2009,6048,1,0,1.5714285714285714,1,0.5714285714285714,1.4761904761904763
bl2,2009,6059,1,2,1.5454545454545454,0.9545454545454546,1.6363636363636365,1.3636363636363635
bl2,2009,6084,1,2,1.44,0.96,1,1.28
bl2,2009,6100,3,0,1.4230769230769231,1,1.4230769230769231,1.4230769230769231
bl2,2009,6148,0,3,1.4375,1.15625,1.21875,1.34375
bl2,2009,5918,0,4,2.5,1.6666666666666667,1.1666666666666667,2.1666666666666665
bl2,2009,5937,2,1,2.125,1.875,1.875,1.25
bl2,2009,5941,1,2,2.111111111111111,1.7777777777777777,0.7777777777777778,1.4444444444444444
bl2,2009,5950,1,0,2,1.8,0.5,1.9
bl2,2009,5960,4,5,1.9090909090909092,1.6363636363636365,1.7272727272727273,1.4545454545454546
bl2,2009,5967,0,1,2.0833333333333335,1.9166666666666667,1.8333333333333333,1.6666666666666667
bl2,2009,5983,0,1,1.9230769230769231,1.8461538461538463,1.4615384615384615,1.3846153846153846
bl2,2009,5984,0,2,1.7857142857142858,1.7857142857142858,0.7857142857142857,1.2142857142857142
bl2,2009,6071,1,0,1.7391304347826086,1.608695652173913,0.9565217391304348,1.3478260869565217
bl2,2009,6090,0,0,1.64,1.48,1.28,1.36
bl2,2009,6094,0,2,1.5769230769230769,1.4230769230769231,0.8846153846153846,1.6538461538461537
bl2,2009,6103,3,1,1.5185185185185186,1.4444444444444444,0.6296296296296297,1.5925925925925926
bl2,2009,6113,1,1,1.5714285714285714,1.4285714285714286,1.9285714285714286,1.2142857142857142
bl2,2009,6120,1,1,1.5517241379310345,1.4137931034482758,1.6206896551724137,1.3103448275862069
bl2,2009,6136,1,1,1.5333333333333334,1.4,1.3666666666666667,1.4666666666666666
bl2,2009,6137,2,2,1.5161290322580645,1.3870967741935485,1.064516129032258,1.1612903225806452
bl2,2009,5929,2,2,1.5714285714285714,1.2857142857142858,1.8571428571428572,1.5714285714285714
bl2,2009,5935,2,1,1.625,1.375,1.625,1.625
bl2,2009,5965,2,1,1.5454545454545454,1.5454545454545454,0.8181818181818182,1.5454545454545454
bl2,2009,5969,0,0,1.5833333333333333,1.5,0.5833333333333334,1.8333333333333333
bl2,2009,5992,1,3,1.4285714285714286,1.2857142857142858,1.7857142857142858,1.5714285714285714
bl2,2009,5996,1,1,1.4,1.4,0.8666666666666667,1.1333333333333333
bl2,2009,6054,3,0,1.2857142857142858,1.4285714285714286,1.35,1.25
bl2,2009,6082,0,3,1.4583333333333333,1.3333333333333333,2,1.1666666666666667
bl2,2009,6088,2,2,1.4,1.4,0.88,1.32
bl2,2009,6118,1,2,1.3571428571428572,1.5,0.9285714285714286,1.6785714285714286
bl2,2009,6122,2,0,1.3448275862068966,1.5172413793103448,0.6206896551724138,1.6206896551724137
bl2,2009,6145,3,2,1.3548387096774193,1.4516129032258065,1.5483870967741935,1.3225806451612903
bl2,2009,6149,2,1,1.40625,1.46875,1.09375,1.1875
bl2,2009,5924,3,1,1.4285714285714286,1.8571428571428572,2,1
bl2,2009,5942,3,1,1.5555555555555556,1.8888888888888888,1.5555555555555556,1.6666666666666667
bl2,2009,5954,3,0,1.7,1.8,0.9,1.4
bl2,2009,5961,2,2,1.8181818181818181,1.6363636363636365,0.45454545454545453,1.8181818181818181
bl2,2009,5978,2,2,1.7692307692307692,1.5384615384615385,2.076923076923077,1.6923076923076923
bl2,2009,6003,0,2,1.8125,1.4375,0.875,1.125
bl2,2009,6077,1,0,1.6666666666666667,1.375,1.3333333333333333,1.375
bl2,2009,6095,1,3,1.5769230769230769,1.3076923076923077,0.9230769230769231,1.3461538461538463
bl2,2009,6107,4,1,1.5555555555555556,1.3703703703703705,0.9259259259259259,1.5925925925925926
bl2,2009,6114,1,0,1.6428571428571428,1.3571428571428572,0.6428571428571429,1.6428571428571428
bl2,2009,6131,0,2,1.6,1.3,1.8333333333333333,1.2666666666666666
bl2,2009,6156,1,1,1.5151515151515151,1.3636363636363635,1.0909090909090908,1.2121212121212122
bl2,2009,5888,2,5,1,1.6,1.4,1.6
bl2,2009,5926,2,0,1.5714285714285714,1.8571428571428572,0.42857142857142855,1.8571428571428572
bl2,2009,5959,0,1,1.3636363636363635,1.8181818181818181,0.9090909090909091,1.2727272727272727
bl2,2009,6052,0,0,1.1,1.5,0.9047619047619048,1.7619047619047619
bl2,2009,6062,0,1,1.0476190476190477,1.4285714285714286,2.090909090909091,1.2727272727272727
bl2,2009,6036,0,0,1,1.4090909090909092,1.3636363636363635,1.3636363636363635
bl2,2009,6079,0,1,0.9166666666666666,1.3333333333333333,0.625,1.5833333333333333
bl2,2009,6112,2,0,0.9642857142857143,1.3571428571428572,1.1071428571428572,1.1785714285714286
bl2,2009,5889,1,1,2.2,1,0.8,1.8
bl2,2009,5919,2,1,2,1,0.3333333333333333,1.8333333333333333
bl2,2009,5940,4,1,1.7777777777777777,1.3333333333333333,0.8888888888888888,1.1111111111111112
bl2,2009,6043,0,0,1.4210526315789473,1.3157894736842106,2.2,1.4
bl2,2009,6063,3,2,1.2857142857142858,1.3333333333333333,0.8636363636363636,1.6818181818181819
bl2,2009,6072,2,3,1.3043478260869565,1.3043478260869565,0.5217391304347826,1.565217391304348
bl2,2009,6093,0,0,1.2307692307692308,1.3076923076923077,1.0384615384615385,1.2692307692307692
bl2,2009,5936,1,1,0.375,1.875,0.75,1.5
bl2,2009,5945,1,3,0.4444444444444444,1.7777777777777777,1.7777777777777777,1.5555555555555556
bl2,2009,5977,2,0,0.5384615384615384,1.6923076923076923,0.8461538461538461,1.1538461538461537
bl2,2009,6089,0,2,0.64,1.52,0.84,1.72
bl2,2009,6098,1,3,0.6153846153846154,1.5384615384615385,1.9615384615384615,1.1153846153846154
bl2,2009,6130,0,1,0.6,1.6333333333333333,1.0666666666666667,1.2
bl2,2009,5916,1,1,2,1.6666666666666667,0.8333333333333334,1.6666666666666667
bl2,2009,5951,0,1,1.9,1.5,0.9,1.4
bl2,2009,6069,1,0,2.0434782608695654,1.2173913043478262,0.9130434782608695,1.7391304347826086
bl2,2009,6104,0,4,2,1.1111111111111112,1,1.2222222222222223
bl2,2009,5972,1,0,0.8333333333333334,1.5833333333333333,0.9166666666666666,1.1666666666666667
bl2,2009,6125,1,1,0.9655172413793104,1.6551724137931034,1.0689655172413792,1.206896551724138
bl2,2010,10438,1,0,2.6,1,2.8,1.6
bl2,2010,10445,0,0,2.3333333333333335,0.8333333333333334,1.6666666666666667,1.6666666666666667
bl2,2010,10462,1,0,2,0.7142857142857143,1.2857142857142858,1.1428571428571428
bl2,2010,10463,2,0,1.875,0.625,1.75,0.625
bl2,2010,10475,3,1,1.8888888888888888,0.5555555555555556,0.8888888888888888,1.7777777777777777
bl2,2010,10482,0,1,2,0.6,1,1.2
bl2,2010,10497,2,0,1.8181818181818181,0.6363636363636364,1.1818181818181819,1.2727272727272727
bl2,2010,10507,0,2,1.8333333333333333,0.5833333333333334,1.4166666666666667,1.8333333333333333
bl2,2010,10509,0,2,1.6923076923076923,0.6923076923076923,1.9230769230769231,0.9230769230769231
bl2,2010,10520,0,1,1.5714285714285714,0.7857142857142857,1.4285714285714286,1.0714285714285714
bl2,2010,10526,2,0,1.4666666666666666,0.8,1.2666666666666666,1.0666666666666667
bl2,2010,10542,1,1,1.5,0.75,2.0625,0.9375
bl2,2010,10544,3,1,1.4705882352941178,0.7647058823529411,0.8235294117647058,1.6470588235294117
bl2,2010,10553,4,2,1.5555555555555556,0.7777777777777778,0.9444444444444444,1.0555555555555556
bl2,2010,10562,3,1,1.6842105263157894,0.8421052631578947,0.7368421052631579,2.0526315789473686
bl2,2010,10575,1,2,1.75,0.85,1,1.3
bl2,2010,10580,6,2,1.7142857142857142,0.9047619047619048,1.2380952380952381,2
bl2,2010,10592,2,2,1.9090909090909092,0.9545454545454546,1.9090909090909092,1.5454545454545454
bl2,2010,10599,5,0,1.9130434782608696,1,1.7391304347826086,1.5217391304347827
bl2,2010,10613,3,1,2.0416666666666665,0.9583333333333334,1.4166666666666667,1.4166666666666667
bl2,2010,10617,2,0,2.08,0.96,1.48,0.76
bl2,2010,10629,1,1,2.076923076923077,0.9230769230769231,1.1923076923076923,1.5384615384615385
bl2,2010,10636,2,0,2.037037037037037,0.9259259259259259,0.9629629629629629,1.3703703703703705
bl2,2010,10647,2,0,2.0357142857142856,0.8928571428571429,1.4285714285714286,1
bl2,2010,10659,4,0,2.0344827586206895,0.8620689655172413,1.2758620689655173,1.8275862068965518
bl2,2010,10663,1,0,2.1,0.8333333333333334,1.5,1.1
bl2,2010,10674,1,2,2.064516129032258,0.8064516129032258,1.4516129032258065,1
bl2,2010,10680,2,0,2.03125,0.84375,1.1875,1.09375
bl2,2010,10692,2,1,2.0303030303030303,0.8181818181818182,1.7272727272727273,0.7575757575757576
bl2,2010,10444,2,0,1.6,2,0.6,0.8
bl2,2010,10459,2,1,1.4285714285714286,1.4285714285714286,1,1.8571428571428572
bl2,2010,10466,1,1,1.5,1.375,1.25,1.375
bl2,2010,10479,2,1,1.4444444444444444,1.3333333333333333,1.6666666666666667,2
bl2,2010,10485,1,2,1.5,1.3,1.5,1
bl2,2010,10495,2,2,1.4545454545454546,1.3636363636363635,1.9090909090909092,0.7272727272727273
bl2,2010,10504,1,2,1.5,1.4166666666666667,1.3333333333333333,0.6666666666666666
bl2,2010,10512,1,3,1.4615384615384615,1.4615384615384615,1.8461538461538463,1
bl2,2010,10521,2,1,1.4285714285714286,1.5714285714285714,0.9285714285714286,1.5714285714285714
bl2,2010,10533,0,0,1.4666666666666666,1.5333333333333334,0.8666666666666667,1.2
bl2,2010,10537,3,1,1.375,1.4375,0.6875,2.0625
bl2,2010,10550,1,2,1.4705882352941178,1.411764705882353,1.0588235294117647,1.2941176470588236
bl2,2010,10559,4,2,1.4444444444444444,1.4444444444444444,1.2777777777777777,1.9444444444444444
bl2,2010,10568,2,2,1.5789473684210527,1.4736842105263157,1.4210526315789473,0.7894736842105263
bl2,2010,10576,3,3,1.6,1.5,1.9,1.4
bl2,2010,10588,2,1,1.6666666666666667,1.5714285714285714,1.4761904761904763,1.3333333333333333
bl2,2010,10596,3,1,1.6818181818181819,1.5454545454545454,1,1.1818181818181819
bl2,2010,10615,1,2,1.6666666666666667,1.6666666666666667,1.125,1.5833333333333333
bl2,2010,10620,1,3,1.64,1.68,1.4,1.08
bl2,2010,10633,3,1,1.6153846153846154,1.7307692307692308,1.3076923076923077,1.8461538461538463
bl2,2010,10639,2,1,1.6666666666666667,1.7037037037037037,1.3333333333333333,1
bl2,2010,10651,2,3,1.6785714285714286,1.6785714285714286,1.4642857142857142,1
bl2,2010,10661,1,5,1.6896551724137931,1.7241379310344827,1.103448275862069,1.103448275862069
bl2,2010,10668,2,1,1.6666666666666667,1.8333333333333333,1.7666666666666666,0.7
bl2,2010,10675,4,0,1.6774193548387097,1.8064516129032258,0.9032258064516129,1.7419354838709677
bl2,2010,10685,1,3,1.75,1.75,1.40625,1.15625
bl2,2010,10691,1,1,1.7272727272727273,1.7878787878787878,0.8181818181818182,1.9393939393939394
bl2,2010,10440,2,0,0.8,1.2,2.2,2.8
bl2,2010,10451,3,2,1,1,2.3333333333333335,1.5
bl2,2010,10468,1,0,1.125,1.125,1,1.875
bl2,2010,10477,2,0,1.1111111111111112,1,1.1111111111111112,1.1111111111111112
bl2,2010,10484,0,1,1.2,0.9,1.2,1.4
bl2,2010,10496,2,1,1.0909090909090908,0.9090909090909091,1.1818181818181819,1.5454545454545454
bl2,2010,10503,3,3,1.1666666666666667,0.9166666666666666,1.4166666666666667,0.9166666666666666
bl2,2010,10513,4,1,1.3076923076923077,1.0769230769230769,1.4615384615384615,1.6923076923076923
bl2,2010,10519,3,1,1.5,1.0714285714285714,1.9285714285714286,0.8571428571428571
bl2,2010,10534,1,2,1.6,1.0666666666666667,2.066666666666667,0.9333333333333333
bl2,2010,10551,1,1,1.5625,1.125,0.7058823529411765,2.1176470588235294
bl2,2010,10561,4,0,1.5294117647058822,1.1176470588235294,0.8333333333333334,1.7222222222222223
bl2,2010,10569,0,6,1.6666666666666667,1.0555555555555556,1,1.2105263157894737
bl2,2010,10543,1,3,1.5789473684210527,1.3157894736842106,1.0526315789473684,1.105263157894737
bl2,2010,10574,0,0,1.55,1.4,1.45,0.85
bl2,2010,10593,1,2,1.4545454545454546,1.3636363636363635,1.2727272727272727,2.1818181818181817
bl2,2010,10603,1,2,1.434782608695652,1.391304347826087,1.9130434782608696,1.565217391304348
bl2,2010,10622,1,2,1.4,1.48,1.16,1.56
bl2,2010,10631,2,2,1.3846153846153846,1.5,0.9230769230769231,1.3461538461538463
bl2,2010,10638,0,1,1.4074074074074074,1.5185185185185186,1.4444444444444444,1.037037037037037
bl2,2010,10652,0,2,1.3571428571428572,1.5,1.0714285714285714,1.1785714285714286
bl2,2010,10656,2,1,1.3103448275862069,1.5172413793103448,1.4137931034482758,1
bl2,2010,10669,1,1,1.3333333333333333,1.5,1.2333333333333334,1.9
bl2,2010,10673,0,4,1.3225806451612903,1.4838709677419355,1.4516129032258065,1.096774193548387
bl2,2010,10686,1,2,1.28125,1.5625,1.71875,0.75
bl2,2010,10694,0,2,1.2727272727272727,1.5757575757575757,1.1515151515151516,1.121212121212121
bl2,2010,10446,3,1,0.5,1,0.8333333333333334,1.8333333333333333
bl2,2010,10455,1,3,0.8571428571428571,1,2.2857142857142856,1.7142857142857142
bl2,2010,10465,3,0,0.875,1.25,0.75,1.625
bl2,2010,10498,2,1,1,1.0909090909090908,0.9090909090909091,1.9090909090909092
bl2,2010,10500,0,4,1.0833333333333333,1.0833333333333333,1.3333333333333333,1
bl2,2010,10508,0,3,1,1.3076923076923077,1.0769230769230769,1.5384615384615385
bl2,2010,10522,2,2,0.9285714285714286,1.4285714285714286,1.4285714285714286,1.8571428571428572
bl2,2010,10527,0,0,1,1.4666666666666666,1.8666666666666667,1
bl2,2010,10538,1,0,0.9375,1.375,1.375,1
bl2,2010,10545,0,1,0.9411764705882353,1.2941176470588236,1.1875,1.125
bl2,2010,10556,1,1,0.8888888888888888,1.2777777777777777,2,0.8888888888888888
bl2,2010,10563,2,0,0.8947368421052632,1.263157894736842,1.0526315789473684,1.263157894736842
bl2,2010,10573,3,0,0.95,1.2,1.3,1.95
bl2,2010,10581,0,2,1.0476190476190477,1.1428571428571428,0.8095238095238095,1.8095238095238095
bl2,2010,10600,1,1,1,1.2608695652173914,0.7391304347826086,2.0869565217391304
bl2,2010,10609,0,5,1,1.25,1.9166666666666667,1.5416666666666667
bl2,2010,10619,0,0,0.96,1.4,1.32,1.32
bl2,2010,10649,1,1,0.9285714285714286,1.3928571428571428,1.2142857142857142,1.5
bl2,2010,10654,0,2,0.9310344827586207,1.3793103448275863,1.3448275862068966,0.7586206896551724
bl2,2010,10662,0,0,0.9,1.4,1.3333333333333333,1.1
bl2,2010,10676,1,0,0.8709677419354839,1.3548387096774193,1.2258064516129032,1.8709677419354838
bl2,2010,10681,1,3,0.875,1.3125,1.53125,1.0625
bl2,2010,10693,3,2,0.8787878787878788,1.3636363636363635,1.4545454545454546,1
bl2,2010,10442,0,1,1.2,2.2,1.6,1
bl2,2010,10450,1,1,1,2,1.8333333333333333,2.6666666666666665
bl2,2010,10486,1,2,0.9,1.9,2.1,1.6
bl2,2010,10502,4,1,0.9166666666666666,1.9166666666666667,1.0833333333333333,1.3333333333333333
bl2,2010,10514,1,0,1.1538461538461537,1.8461538461538463,1.1538461538461537,1.4615384615384615
bl2,2010,10523,1,1,1.1428571428571428,1.7142857142857142,1.2857142857142858,1.0714285714285714
bl2,2010,10531,1,1,1.1333333333333333,1.6666666666666667,1.4,1
bl2,2010,10541,1,2,1.125,1.625,1.4375,1.875
