league,season,matchId,goalsFor,goalsAgainst,totalGoalsBeforeAvg,totalGoalsAgainstBeforeAvg,opponentTotalGoalsBeforeAvg,opponentTotalGoalsAgainstBeforeAvg
bl1,2010,10183,2,3,2,1.15,1.1,1.85
bl1,2010,10187,4,0,2,1.2380952380952381,1.8571428571428572,1.3333333333333333
bl1,2010,10199,3,1,2.090909090909091,1.1818181818181819,1.5454545454545454,1.1818181818181819
bl1,2010,10205,1,3,2.130434782608696,1.173913043478261,2.130434782608696,0.5652173913043478
bl1,2010,10221,1,3,2.0833333333333335,1.25,1.4166666666666667,1.2916666666666667
bl1,2010,10223,6,0,2.04,1.32,1.48,1.44
bl1,2010,10238,2,1,2.1923076923076925,1.2692307692307692,1.2692307692307692,1.3846153846153846
bl1,2010,10241,1,0,2.185185185185185,1.2592592592592593,1.4074074074074074,2.259259259259259
bl1,2010,10258,1,1,2.142857142857143,1.2142857142857142,1.5,1.3214285714285714
bl1,2010,10259,5,1,2.103448275862069,1.206896551724138,2.0344827586206895,1.206896551724138
bl1,2010,10272,1,1,2.2,1.2,0.9666666666666667,1.3333333333333333
bl1,2010,10277,4,1,2.161290322580645,1.1935483870967742,1.1290322580645162,1.1290322580645162
bl1,2010,10294,8,1,2.21875,1.1875,1.03125,1.8125
bl1,2010,10295,2,1,2.393939393939394,1.1818181818181819,1.7878787878787878,1.7272727272727273
bl1,2010,10049,1,1,2,1,0.8,1.8
bl1,2010,10056,2,4,1.8333333333333333,1,2.3333333333333335,0.8333333333333334
bl1,2010,10066,3,2,1.8571428571428572,1.4285714285714286,1.5714285714285714,2.857142857142857
bl1,2010,10071,1,1,2,1.5,2.5,0.75
bl1,2010,10084,4,0,1.8888888888888888,1.4444444444444444,1.4444444444444444,1.3333333333333333
bl1,2010,10091,1,2,2.1,1.3,1.5,1.4
bl1,2010,10102,0,1,2,1.3636363636363635,1.5454545454545454,1.6363636363636365
bl1,2010,10109,4,0,1.8333333333333333,1.3333333333333333,1.6666666666666667,0.9166666666666666
bl1,2010,10120,2,2,2,1.2307692307692308,1.8461538461538463,1.3076923076923077
bl1,2010,10126,1,1,2,1.2857142857142858,1.9285714285714286,1.9285714285714286
bl1,2010,10137,1,1,1.9333333333333333,1.2666666666666666,1.2,1.7333333333333334
bl1,2010,10146,2,2,1.875,1.25,1.375,1.4375
bl1,2010,10152,1,2,1.8823529411764706,1.2941176470588236,1.3529411764705883,2.0588235294117645
bl1,2010,10164,2,2,1.8333333333333333,1.3333333333333333,1,1.7777777777777777
bl1,2010,10169,1,0,1.8421052631578947,1.368421052631579,1.368421052631579,1.3157894736842106
bl1,2010,10181,3,2,1.8,1.3,1.45,1.7
bl1,2010,10200,1,1,1.7727272727272727,1.4545454545454546,1.3181818181818181,1.8636363636363635
bl1,2010,10210,1,2,1.7391304347826086,1.434782608695652,1.5217391304347827,1.2608695652173914
bl1,2010,10219,0,2,1.7083333333333333,1.4583333333333333,1.4583333333333333,2.4583333333333335
bl1,2010,10228,1,0,1.64,1.48,2.12,0.56
bl1,2010,10239,0,2,1.6153846153846154,1.4230769230769231,1.4230769230769231,1.3846153846153846
bl1,2010,10246,0,0,1.5555555555555556,1.4444444444444444,1.5925925925925926,1.6296296296296295
bl1,2010,10256,2,3,1.5,1.3928571428571428,1.25,1.3928571428571428
bl1,2010,10265,1,0,1.5172413793103448,1.4482758620689655,1,1.3448275862068966
bl1,2010,10269,1,2,1.5,1.4,2,1.3333333333333333
bl1,2010,10282,1,2,1.4838709677419355,1.4193548387096775,1.7741935483870968,1.7741935483870968
bl1,2010,10293,2,1,1.46875,1.4375,1.40625,1.25
bl1,2010,10299,1,3,1.4848484848484849,1.4242424242424243,1.2121212121212122,1.4242424242424243
bl1,2010,10044,2,2,1.6,3.4,1,2
bl1,2010,10057,1,1,1.6666666666666667,3.1666666666666665,1.8333333333333333,1.6666666666666667
bl1,2010,10075,1,4,1.625,2.875,1.625,2.125
bl1,2010,10086,0,3,1.5555555555555556,3,1.1111111111111112,2
bl1,2010,10103,4,0,1.5454545454545454,3,1.1818181818181819,2
bl1,2010,10110,2,3,1.75,2.75,1.5833333333333333,1
bl1,2010,10117,1,4,1.7692307692307692,2.769230769230769,2.3846153846153846,0.6153846153846154
bl1,2010,10129,1,2,1.7142857142857142,2.857142857142857,1.4285714285714286,1.5714285714285714
bl1,2010,10139,0,3,1.6666666666666667,2.8,1.3333333333333333,1.5333333333333334
bl1,2010,10148,1,2,1.5625,2.8125,1.5625,1.6875
bl1,2010,10157,1,0,1.5294117647058822,2.764705882352941,1.2941176470588236,1.6470588235294117
bl1,2010,10165,1,3,1.5,2.611111111111111,2,1.5555555555555556
bl1,2010,10174,1,0,1.4736842105263157,2.6315789473684212,1.263157894736842,1.3157894736842106
bl1,2010,10182,2,3,1.45,2.5,1.7,1.85
bl1,2010,10195,1,3,1.4761904761904763,2.5238095238095237,1.15,1.7
bl1,2010,10201,2,1,1.4545454545454546,2.5454545454545454,1.2272727272727273,1.1818181818181819
bl1,2010,10208,1,2,1.4782608695652173,2.4782608695652173,1.173913043478261,1.434782608695652
bl1,2010,10225,1,1,1.48,2.36,1.32,2.04
bl1,2010,10237,0,1,1.4615384615384615,2.3076923076923075,1.3461538461538463,1.6538461538461537
bl1,2010,10255,5,1,1.3571428571428572,2.2142857142857144,1.3571428571428572,1.75
bl1,2010,10264,0,1,1.4827586206896552,2.1724137931034484,1.4827586206896552,1.2758620689655173
bl1,2010,10273,1,0,1.4333333333333333,2.1333333333333333,2.066666666666667,0.6
bl1,2010,10284,1,0,1.4193548387096775,2.064516129032258,1.4516129032258065,1.3225806451612903
bl1,2010,10292,2,0,1.40625,2,1.28125,1.46875
bl1,2010,10297,1,1,1.4242424242424243,1.9393939393939394,1.3636363636363635,1.5454545454545454
bl1,2010,10058,2,3,0.8333333333333334,1.6666666666666667,1.3333333333333333,1.5
bl1,2010,10067,1,2,1,1.8571428571428572,2.5714285714285716,0.7142857142857143
bl1,2010,10077,1,2,1,1.875,1.375,1.375
bl1,2010,10085,3,2,1,1.8888888888888888,1.4444444444444444,1.2222222222222223
bl1,2010,10096,1,3,1.2,1.9,1.4,1.4
bl1,2010,10108,1,0,1.0833333333333333,2.1666666666666665,2.0833333333333335,1.8333333333333333
bl1,2010,10121,1,1,1.0769230769230769,2,1.6153846153846154,1.6923076923076923
bl1,2010,10125,2,3,1.0714285714285714,1.9285714285714286,1.8571428571428572,1.3571428571428572
bl1,2010,10138,1,0,1.1333333333333333,2,1.5333333333333334,1.3333333333333333
bl1,2010,10142,0,3,1.125,1.875,1.375,1.5
bl1,2010,10158,1,1,1.0588235294117647,1.9411764705882353,1.588235294117647,1.588235294117647
bl1,2010,10166,3,0,1.0555555555555556,1.8888888888888888,1.3888888888888888,2
bl1,2010,10177,0,3,1.1578947368421053,1.7894736842105263,1.0526315789473684,1.7894736842105263
bl1,2010,10193,4,2,1.1904761904761905,1.8571428571428572,1.5238095238095237,1.0476190476190477
bl1,2010,10211,1,0,1.3043478260869565,1.826086956521739,1.3478260869565217,1.3043478260869565
bl1,2010,10215,0,1,1.2916666666666667,1.75,2.1666666666666665,0.5833333333333334
bl1,2010,10229,4,0,1.24,1.72,1.48,1.28
bl1,2010,10235,2,6,1.3461538461538463,1.6538461538461537,1.4230769230769231,1.6153846153846154
bl1,2010,10247,1,0,1.3703703703703705,1.8148148148148149,1.5555555555555556,1.3333333333333333
bl1,2010,10266,1,3,1.3448275862068966,1.8620689655172413,1.6896551724137931,1.8620689655172413
bl1,2010,10271,1,4,1.3333333333333333,1.9,1.1333333333333333,1.4666666666666666
bl1,2010,10283,2,0,1.3225806451612903,1.967741935483871,2,1.3225806451612903
bl1,2010,10291,2,0,1.34375,1.90625,0.9375,1.375
bl1,2010,10300,2,1,1.3636363636363635,1.8484848484848484,1.121212121212121,1.2727272727272727
bl1,2010,10047,1,2,1.4,1.4,1.8,1.8
bl1,2010,10063,1,2,1.5714285714285714,1.5714285714285714,1.5714285714285714,2.2857142857142856
bl1,2010,10076,2,1,1.5,1.625,1.125,2
bl1,2010,10094,1,0,1.6,1.8,1.9,1
bl1,2010,10111,1,2,1.5,1.5,2.4166666666666665,0.5833333333333334
bl1,2010,10122,0,3,1.4615384615384615,1.5384615384615385,1.3076923076923077,1.6923076923076923
bl1,2010,10130,1,0,1.3571428571428572,1.6428571428571428,1.6428571428571428,1.5714285714285714
bl1,2010,10144,2,2,1.4375,1.4375,2.0625,1.4375
bl1,2010,10159,2,2,1.4705882352941178,1.4705882352941178,0.9411764705882353,1.7647058823529411
bl1,2010,10167,1,1,1.5,1.5,1.2222222222222223,1.6111111111111112
bl1,2010,10172,1,0,1.4736842105263157,1.4736842105263157,1.7894736842105263,1.894736842105263
bl1,2010,10184,0,0,1.45,1.4,1.2,1.3
bl1,2010,10188,0,1,1.380952380952381,1.3333333333333333,1.2380952380952381,1.2380952380952381
bl1,2010,10202,2,1,1.3181818181818181,1.3181818181818181,1.1818181818181819,1.4090909090909092
bl1,2010,10220,1,3,1.2916666666666667,1.2916666666666667,1.25,2.0833333333333335
bl1,2010,10230,1,2,1.28,1.36,1.32,1.68
bl1,2010,10245,1,1,1.2592592592592593,1.4074074074074074,1.5555555555555556,1.2592592592592593
bl1,2010,10261,0,3,1.3103448275862069,1.4137931034482758,2.0344827586206895,0.6206896551724138
bl1,2010,10274,1,3,1.2666666666666666,1.4666666666666666,1.4,1.3333333333333333
bl1,2010,10280,2,0,1.2580645161290323,1.5161290322580645,1.4193548387096775,1.5483870967741935
bl1,2010,10301,0,1,1.2424242424242424,1.4848484848484849,1.9090909090909092,1.3333333333333333
bl1,2010,10050,1,0,2,1.4,1.6,2
bl1,2010,10059,0,1,1.8333333333333333,1.1666666666666667,1.1666666666666667,1.3333333333333333
bl1,2010,10095,0,4,1.3,1.6,2.3,0.7
bl1,2010,10101,1,0,1.1818181818181819,1.8181818181818181,1.7272727272727273,1
bl1,2010,10112,3,2,1.1666666666666667,1.6666666666666667,1.4166666666666667,1.4166666666666667
bl1,2010,10140,2,1,1.4666666666666666,1.5333333333333334,1.8666666666666667,1.8666666666666667
bl1,2010,10149,1,3,1.5,1.5,1.1875,1.6875
bl1,2010,10156,3,0,1.4705882352941178,1.588235294117647,1.411764705882353,1.2352941176470589
bl1,2010,10168,0,1,1.5555555555555556,1.5,1.3888888888888888,1.3888888888888888
bl1,2010,10171,0,2,1.4736842105263157,1.4736842105263157,2.0526315789473686,1.5263157894736843
bl1,2010,10185,1,0,1.4,1.5,1.3,1.45
bl1,2010,10189,1,1,1.380952380952381,1.4285714285714286,1.2857142857142858,2.0476190476190474
bl1,2010,10203,3,0,1.3636363636363635,1.4090909090909092,1.4545454545454546,1.7272727272727273
bl1,2010,10213,1,0,1.434782608695652,1.3478260869565217,1.173913043478261,1.608695652173913
bl1,2010,10243,1,4,1.4444444444444444,1.3333333333333333,2,0.5925925925925926
bl1,2010,10257,2,0,1.4285714285714286,1.4285714285714286,1.5357142857142858,1.25
bl1,2010,10262,0,0,1.4482758620689655,1.3793103448275863,1.5172413793103448,1.5517241379310345
bl1,2010,10289,1,2,1.40625,1.3125,1.78125,1.75
bl1,2010,10302,3,1,1.393939393939394,1.3333333333333333,1.393939393939394,1.2727272727272727
bl1,2010,10045,2,3,1.6,1.4,1.2,2.4
bl1,2010,10055,2,1,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.8333333333333333
bl1,2010,10065,1,0,1.7142857142857142,1.5714285714285714,2.5714285714285716,1
bl1,2010,10099,0,2,1.5454545454545454,1.3636363636363635,2.4545454545454546,0.6363636363636364
bl1,2010,10118,4,2,1.4615384615384615,1.5384615384615385,1.9230769230769231,1.7692307692307692
bl1,2010,10135,2,4,1.5333333333333334,1.5333333333333334,1.9333333333333333,1.4
bl1,2010,10151,1,0,1.588235294117647,1.6470588235294117,1.4705882352941178,1.411764705882353
bl1,2010,10162,1,0,1.5555555555555556,1.5555555555555556,1.3333333333333333,1.3333333333333333
bl1,2010,10175,0,2,1.5263157894736843,1.4736842105263157,1.2105263157894737,1.5789473684210527
bl1,2010,10191,1,0,1.45,1.5,1.2380952380952381,1.4285714285714286
bl1,2010,10179,0,1,1.4285714285714286,1.4285714285714286,1.2380952380952381,1.6666666666666667
bl1,2010,10198,4,0,1.3636363636363635,1.4090909090909092,1.2727272727272727,2
bl1,2010,10212,1,1,1.4782608695652173,1.3478260869565217,1.391304347826087,1.7826086956521738
bl1,2010,10217,2,4,1.4583333333333333,1.3333333333333333,1.5416666666666667,1.25
bl1,2010,10253,1,1,1.5357142857142858,1.5714285714285714,2.0714285714285716,0.6071428571428571
bl1,2010,10270,0,3,1.4666666666666666,1.5,1.7333333333333334,1.8333333333333333
bl1,2010,10288,1,1,1.375,1.5625,1.9375,1.34375
bl1,2010,10070,1,0,2.25,1,2.25,1.75
bl1,2010,10083,0,2,2.111111111111111,0.8888888888888888,2.3333333333333335,0.7777777777777778
bl1,2010,10119,3,0,1.6923076923076923,1.0769230769230769,1.3846153846153846,1.6153846153846154
bl1,2010,10128,1,2,1.7857142857142858,1,1.5,1.3571428571428572
bl1,2010,10136,0,1,1.7333333333333334,1.0666666666666667,1.4,1.6
bl1,2010,10150,4,2,1.625,1.0625,0.875,1.625
bl1,2010,10154,0,1,1.7647058823529411,1.1176470588235294,1.8823529411764706,2.0588235294117645
bl1,2010,10163,0,1,1.6666666666666667,1.1111111111111112,1.3888888888888888,1.4444444444444444
bl1,2010,10176,1,0,1.5789473684210527,1.105263157894737,1.5263157894736843,1.736842105263158
bl1,2010,10180,1,1,1.55,1.05,1.3,2.1
bl1,2010,10227,0,1,1.64,1.28,2.12,1.36
bl1,2010,10233,1,1,1.5769230769230769,1.2692307692307692,2.0384615384615383,0.5769230769230769
bl1,2010,10275,0,0,1.4666666666666666,1.2333333333333334,1.5,1.2666666666666666
bl1,2010,10281,3,0,1.4193548387096775,1.1935483870967742,0.967741935483871,1.3225806451612903
bl1,2010,10286,3,1,1.46875,1.15625,1.125,1.21875
bl1,2010,10298,2,1,1.5151515151515151,1.1515151515151516,1.0303030303030303,2
bl1,2010,10051,3,1,2.6,0.8,1.2,1
bl1,2010,10131,2,0,2.5,0.6428571428571429,1.2857142857142858,1.7142857142857142
bl1,2010,10134,2,0,2.466666666666667,0.6,1.4666666666666666,2.066666666666667
bl1,2010,10147,0,1,2.4375,0.5625,1.4375,1.3125
bl1,2010,10153,3,1,2.2941176470588234,0.5882352941176471,2.0588235294117645,1.4705882352941178
bl1,2010,10161,1,1,2.3333333333333335,0.6111111111111112,1.8333333333333333,1.9444444444444444
bl1,2010,10173,3,0,2.263157894736842,0.631578947368421,1.368421052631579,1.368421052631579
bl1,2010,10178,0,0,2.3,0.6,1.3,1.3
bl1,2010,10194,1,1,2.1904761904761907,0.5714285714285714,1.4761904761904763,1.7619047619047619
bl1,2010,10197,2,0,2.1363636363636362,0.5909090909090909,1.2272727272727273,1.5909090909090908
bl1,2010,10279,2,0,2,0.6129032258064516,1.4516129032258065,1.2258064516129032
bl1,2010,10287,0,2,2,0.59375,1.34375,1.8125
bl1,2010,10296,3,1,1.9393939393939394,0.6363636363636364,0.9090909090909091,1.393939393939394
bl1,2010,10068,0,3,1.2857142857142858,1.8571428571428572,1.5714285714285714,1.2857142857142858
bl1,2010,10089,1,3,1.3,1.8,1.9,1.5
bl1,2010,10104,3,3,1.2727272727272727,1.9090909090909092,2,1.7272727272727273
bl1,2010,10113,3,1,1.4166666666666667,2,1.4166666666666667,1.5
bl1,2010,10123,5,0,1.5384615384615385,1.9230769230769231,1.4615384615384615,1.4615384615384615
bl1,2010,10132,0,1,1.7857142857142858,1.7857142857142858,0.9285714285714286,1.6428571428571428
bl1,2010,10141,0,0,1.6666666666666667,1.7333333333333334,1.4666666666666666,1.5333333333333334
bl1,2010,10143,2,1,1.5625,1.625,1.375,2.0625
bl1,2010,10218,0,0,1.375,1.75,1,1.4166666666666667
bl1,2010,10248,0,1,1.3333333333333333,1.5925925925925926,2.074074074074074,1.2592592592592593
bl1,2010,10252,4,2,1.2857142857142858,1.5714285714285714,1.6785714285714286,1.7857142857142858
bl1,2010,10267,0,2,1.3793103448275863,1.5862068965517242,1.4827586206896552,1.3103448275862069
bl1,2010,10268,1,0,1.3333333333333333,1.6,1.1666666666666667,1.1333333333333333
bl1,2010,10285,2,0,1.3225806451612903,1.5483870967741935,1.064516129032258,1.8064516129032258
bl1,2010,10290,2,1,1.34375,1.5,1.21875,1.40625
bl1,2010,10303,3,2,1.3636363636363635,1.4848484848484849,1.3636363636363635,1.7575757575757576
bl1,2010,10060,1,2,1.1666666666666667,2,0.8333333333333334,1.1666666666666667
bl1,2010,10062,2,2,1.1428571428571428,2,1.7142857142857142,2.142857142857143
bl1,2010,10074,0,0,1.25,2,1.75,1.125
bl1,2010,10080,0,1,1.1111111111111112,1.7777777777777777,2,1.6666666666666667
bl1,2010,10088,3,0,1,1.7,1.2,1.5
bl1,2010,10100,2,2,1.1818181818181819,1.5454545454545454,1.6363636363636365,1.7272727272727273
bl1,2010,10106,4,0,1.25,1.5833333333333333,1.5833333333333333,2.25
bl1,2010,10206,1,1,1.2173913043478262,1.2173913043478262,1.434782608695652,1.3478260869565217
bl1,2010,10216,0,1,1.2083333333333333,1.2083333333333333,1.75,1.9583333333333333
bl1,2010,10224,2,1,1.16,1.2,0.96,1.36
bl1,2010,10232,0,2,1.1923076923076923,1.1923076923076923,2.076923076923077,1.3076923076923077
bl1,2010,10249,2,0,1.1481481481481481,1.2222222222222223,1.0740740740740742,1.7407407407407407
bl1,2010,10250,1,0,1.1785714285714286,1.1785714285714286,1.1428571428571428,1.4642857142857142
bl1,2010,10260,1,1,1.1724137931034482,1.1379310344827587,1.3448275862068966,1.896551724137931
bl1,2010,10052,2,2,1.5,2.3333333333333335,2.1666666666666665,1.6666666666666667
bl1,2010,10081,2,3,1.8888888888888888,2,1.2222222222222223,1.3333333333333333
bl1,2010,10090,0,6,1.9,2.1,1.6,1.9
bl1,2010,10098,0,0,1.7272727272727273,2.4545454545454546,1.8181818181818181,1
bl1,2010,10116,3,0,1.4615384615384615,2.3846153846153846,1,1.5384615384615385
bl1,2010,10127,0,0,1.5714285714285714,2.2142857142857144,1.5714285714285714,1.6428571428571428
bl1,2010,10207,2,2,1.2173913043478262,2.0869565217391304,2.0869565217391304,1.391304347826087
bl1,2010,10240,3,1,1.3076923076923077,2,1.5769230769230769,1.2692307692307692
bl1,2010,10242,1,1,1.3703703703703705,1.962962962962963,1.7037037037037037,1.8148148148148149
bl1,2010,10254,1,1,1.3571428571428572,1.9285714285714286,1,1.3571428571428572
bl1,2010,10276,3,1,1.3333333333333333,1.8666666666666667,1.0666666666666667,1.7666666666666666
bl1,2010,10278,0,1,1.3870967741935485,1.8387096774193548,1.2258064516129032,1.4516129032258065
bl1,2010,10064,2,3,1.7142857142857142,1.5714285714285714,2.142857142857143,1.7142857142857142
bl1,2010,10078,1,2,1.75,1.75,1.125,1.375
bl1,2010,10082,2,0,1.6666666666666667,1.7777777777777777,1.7777777777777777,1.8888888888888888
bl1,2010,10092,1,3,1.7,1.6,1.7,1
bl1,2010,10114,1,1,1.6666666666666667,1.75,1,1.5833333333333333
bl1,2010,10214,0,3,1.2083333333333333,1.4166666666666667,2.0833333333333335,1.4166666666666667
bl1,2010,10226,1,2,1.16,1.48,1.56,1.28
bl1,2010,10234,1,1,1.1538461538461537,1.5,1.7307692307692308,1.8461538461538463
bl1,2010,10244,1,1,1.1481481481481481,1.4814814814814814,1,1.3703703703703705
bl1,2010,10263,2,2,1.103448275862069,1.4482758620689655,1.0344827586206897,1.7586206896551724
bl1,2010,10048,2,0,1.4,1.6,1,1
bl1,2010,10054,2,1,1.5,1.3333333333333333,1.8333333333333333,2.1666666666666665
bl1,2010,10087,3,1,1.5555555555555556,1,1.2222222222222223,1.3333333333333333
bl1,2010,10192,0,3,1.1428571428571428,1.2380952380952381,1.9523809523809523,1.4285714285714286
bl1,2010,10204,0,3,1.0909090909090908,1.3181818181818181,1.3636363636363635,1.4090909090909092
bl1,2010,10209,0,2,1.0434782608695652,1.391304347826087,1.7391304347826086,2.0434782608695654
bl1,2010,10236,2,1,0.9615384615384616,1.3846153846153846,1.0769230769230769,1.7307692307692308
bl1,2010,10069,2,3,1,1.1428571428571428,1.1428571428571428,1.1428571428571428
bl1,2010,10186,1,0,1.25,1.5,2.05,1.45
bl1,2010,10190,4,1,1.2380952380952381,1.4285714285714286,1.7619047619047619,1.8571428571428572
bl1,2010,10222,5,0,1.4166666666666667,1.3333333333333333,1.125,1.5833333333333333
bl1,2010,10072,0,2,1.375,1.25,1.75,2.125
bl1,2010,10105,0,1,1.0909090909090908,1.6363636363636365,2,1.4545454545454546
bl1,2010,10231,1,2,1.08,1.72,1.72,1.88
bl1,2010,10251,1,2,1.0357142857142858,1.75,2.0357142857142856,1.2142857142857142
bl1,2010,10046,4,1,1.8,1.8,2,1.8
bl1,2010,10196,4,2,2,1.3636363636363635,1.7272727272727273,1.9545454545454546
bl1,2011,14056,1,2,1.2,0.8,1.2,1.4
bl1,2011,14065,2,1,1.1666666666666667,1,1.3333333333333333,2.1666666666666665
bl1,2011,14071,4,0,1.2857142857142858,1,0.8571428571428571,1.7142857142857142
bl1,2011,14082,2,0,1.625,0.875,2,1.25
bl1,2011,14089,5,0,1.6666666666666667,0.7777777777777778,1.6666666666666667,2
bl1,2011,14103,1,1,2,0.7,1.6,0.8
bl1,2011,14107,5,1,1.9090909090909092,0.7272727272727273,1.2727272727272727,1.8181818181818181
bl1,2011,14116,1,0,2.1666666666666665,0.75,2.6666666666666665,0.3333333333333333
bl1,2011,14125,2,0,2.076923076923077,0.6923076923076923,2.1538461538461537,1.3846153846153846
bl1,2011,14142,1,1,2.0714285714285716,0.6428571428571429,1.6428571428571428,0.6428571428571429
bl1,2011,14143,1,1,2,0.6666666666666666,0.7333333333333333,1.2666666666666666
bl1,2011,14156,4,1,1.9375,0.6875,1.25,2.1875
bl1,2011,14163,5,1,2.0588235294117645,0.7058823529411765,1.2352941176470589,1.588235294117647
bl1,2011,14176,3,1,2.2222222222222223,0.7222222222222222,1.0555555555555556,1.0555555555555556
bl1,2011,14179,2,0,2.263157894736842,0.7368421052631579,1,1.5263157894736843
bl1,2011,14188,1,0,2.25,0.7,1.4,1.35
bl1,2011,14197,1,0,2.1904761904761907,0.6666666666666666,1.1904761904761905,1.7142857142857142
bl1,2011,14209,3,1,2.1363636363636362,0.6363636363636364,1.2272727272727273,1.2272727272727273
bl1,2011,14218,2,1,2.1739130434782608,0.6521739130434783,1.4782608695652173,1.565217391304348
bl1,2011,14224,0,0,2.1666666666666665,0.6666666666666666,1.0416666666666667,1.625
bl1,2011,14237,1,0,2.08,0.64,1.6,1.52
bl1,2011,14244,6,1,2.0384615384615383,0.6153846153846154,1.2692307692307692,1.9230769230769231
bl1,2011,14258,4,4,2.185185185185185,0.6296296296296297,1.6296296296296295,1.2592592592592593
bl1,2011,14262,3,1,2.25,0.75,1.4285714285714286,1.75
bl1,2011,14271,1,0,2.2758620689655173,0.7586206896551724,2.3793103448275863,0.6551724137931034
bl1,2011,14288,2,1,2.2333333333333334,0.7333333333333333,2.1666666666666665,1.3
bl1,2011,14297,2,0,2.225806451612903,0.7419354838709677,1.4838709677419355,0.7096774193548387
bl1,2011,14298,5,2,2.21875,0.71875,0.65625,1.46875
bl1,2011,14311,4,0,2.303030303030303,0.7575757575757576,1.3636363636363635,1.7272727272727273
bl1,2011,14057,1,1,2.2,1,1,1
bl1,2011,14064,2,1,2,1,1.3333333333333333,1.1666666666666667
bl1,2011,14074,2,3,2,1,1.1428571428571428,1.1428571428571428
bl1,2011,14095,1,1,1.7777777777777777,1.3333333333333333,0.7777777777777778,1.7777777777777777
bl1,2011,14101,3,1,1.7,1.3,1.2,1.9
bl1,2011,14109,3,2,1.8181818181818181,1.2727272727272727,1.6363636363636365,2.090909090909091
bl1,2011,14124,0,5,1.9166666666666667,1.3333333333333333,1.25,0.75
bl1,2011,14126,2,0,1.7692307692307692,1.6153846153846154,1.5384615384615385,1
bl1,2011,14135,1,4,1.7857142857142858,1.5,2.4285714285714284,0.5714285714285714
bl1,2011,14144,4,1,1.7333333333333334,1.6666666666666667,1.4,2
bl1,2011,14154,0,5,1.875,1.625,2.0625,1.375
bl1,2011,14166,0,0,1.7647058823529411,1.8235294117647058,0.7647058823529411,1.2352941176470589
bl1,2011,14170,1,1,1.6666666666666667,1.7222222222222223,1.3888888888888888,1.3333333333333333
bl1,2011,14181,2,2,1.631578947368421,1.6842105263157894,1.2105263157894737,2.210526315789474
bl1,2011,14195,1,1,1.65,1.7,1.1,1.2
bl1,2011,14199,3,1,1.619047619047619,1.6666666666666667,1.2380952380952381,1.619047619047619
bl1,2011,14210,0,1,1.6818181818181819,1.6363636363636365,0.9545454545454546,1.4545454545454546
bl1,2011,14217,0,1,1.608695652173913,1.608695652173913,1.0869565217391304,1.7391304347826086
bl1,2011,14227,3,0,1.5416666666666667,1.5833333333333333,1.25,1.3333333333333333
bl1,2011,14251,1,1,1.5384615384615385,1.5,1.0384615384615385,1.5384615384615385
bl1,2011,14256,0,3,1.5185185185185186,1.4814814814814814,1.4444444444444444,1.6296296296296295
bl1,2011,14264,1,1,1.4642857142857142,1.5357142857142858,1.25,2.0714285714285716
bl1,2011,14279,2,2,1.4482758620689655,1.5172413793103448,1.4137931034482758,0.6896551724137931
bl1,2011,14280,1,4,1.4666666666666666,1.5333333333333334,1.8333333333333333,1.3333333333333333
bl1,2011,14290,1,2,1.4516129032258065,1.6129032258064515,2.225806451612903,0.6451612903225806
bl1,2011,14299,1,3,1.4375,1.625,1.3125,1.75
bl1,2011,14309,2,3,1.4242424242424243,1.6666666666666667,2.1515151515151514,1.2727272727272727
bl1,2011,14058,2,1,1.4,0.6,1.8,3.2
bl1,2011,14066,1,2,1.5,0.6666666666666666,1,2.8333333333333335
bl1,2011,14077,2,0,1.4285714285714286,0.8571428571428571,0.7142857142857143,1.4285714285714286
bl1,2011,14085,2,0,1.5,0.75,1.5,0.875
bl1,2011,14093,2,2,1.5555555555555556,0.6666666666666666,1.1111111111111112,1.3333333333333333
bl1,2011,14111,1,3,1.5454545454545454,0.8181818181818182,1.1818181818181819,2
bl1,2011,14121,2,1,1.5,1,0.75,1.8333333333333333
bl1,2011,14140,2,2,1.4285714285714286,1.0714285714285714,1.5384615384615385,2.230769230769231
bl1,2011,14148,1,2,1.4666666666666666,1.1333333333333333,2.533333333333333,0.6
bl1,2011,14159,0,1,1.4375,1.1875,1.375,2.125
bl1,2011,14162,1,3,1.3529411764705883,1.1764705882352942,2.235294117647059,1.2941176470588236
bl1,2011,14178,0,3,1.3333333333333333,1.2777777777777777,1.5555555555555556,0.6666666666666666
bl1,2011,14184,2,2,1.263157894736842,1.368421052631579,1.368421052631579,1.3157894736842106
bl1,2011,14196,5,0,1.3,1.4,1.25,1.55
bl1,2011,14201,2,4,1.4761904761904763,1.3333333333333333,1.0952380952380953,1.1904761904761905
bl1,2011,14211,4,1,1.5,1.4545454545454546,1.2272727272727273,2.1363636363636362
bl1,2011,14219,4,0,1.608695652173913,1.434782608695652,1.2173913043478262,1.6521739130434783
bl1,2011,14231,0,0,1.7083333333333333,1.375,0.6666666666666666,1.3333333333333333
bl1,2011,14240,2,1,1.64,1.32,1.12,1.4
bl1,2011,14248,1,0,1.6538461538461537,1.3076923076923077,0.9615384615384616,1.4230769230769231
bl1,2011,14266,4,1,1.7142857142857142,1.3571428571428572,1.5,1.5714285714285714
bl1,2011,14276,3,1,1.793103448275862,1.3448275862068966,1.0689655172413792,1.5172413793103448
bl1,2011,14295,1,1,1.903225806451613,1.3225806451612903,1.1612903225806452,2.129032258064516
